Battery_ID,Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
B01070,1099,3.35,1.88,43.4,72.3,38.44,77.15
B01071,1824,3.32,1.82,31.4,103.8,31.19,62.7
B01072,982,4.19,1.51,38.5,67.0,40.61,77.45
B01073,1640,3.49,2.15,45.8,91.0,33.81,63.44
B01074,1231,4.17,3.71,25.8,74.4,38.45,75.7
B01075,1765,3.35,1.33,20.9,105.3,32.24,63.72
B01076,1579,4.17,4.2,26.6,92.7,33.35,67.79
B01077,492,3.22,0.83,39.2,52.7,44.31,90.0
B01078,779,3.54,1.91,21.7,64.1,41.36,84.7
B01079,218,4.05,2.4,23.7,37.8,48.23,95.57
B01080,1945,3.43,4.05,40.6,105.7,30.63,58.64
B01081,616,3.69,4.38,37.8,58.5,43.04,85.42
B01082,149,3.98,3.89,23.6,33.5,48.25,98.28
B01083,1522,3.57,0.96,42.8,90.9,35.55,68.88
B01084,1967,3.71,4.39,26.8,104.2,30.71,60.35
B01085,1175,3.29,3.59,24.9,75.8,37.54,77.4
B01086,1836,3.7,0.76,34.3,108.4,32.07,62.28
B01087,504,3.57,2.21,27.4,51.7,45.13,87.57
B01088,1620,3.4,4.12,27.9,92.8,34.25,68.26
B01089,1580,3.73,1.35,33.6,93.4,34.67,67.63
B01090,1187,3.22,3.57,22.7,75.7,37.75,78.02
B01091,1039,3.82,4.66,33.0,75.4,40.51,76.08
B01092,394,3.61,4.1,35.0,49.0,46.2,89.8
B01093,1676,3.87,1.94,47.1,96.9,32.65,62.74
B01094,1988,3.7,1.03,40.5,112.8,31.04,58.96
B01095,356,3.99,3.46,44.6,40.1,45.89,88.13
B01096,229,3.78,4.63,39.3,44.1,47.64,94.57
B01097,414,4.18,3.1,27.2,44.0,46.55,91.98
B01098,414,3.59,2.24,42.7,49.1,45.39,88.0
B01099,909,3.3,1.75,36.8,65.2,40.95,78.07
B01100,303,4.06,0.83,48.3,37.4,46.08,91.59
B01101,1476,3.3,3.04,45.3,84.1,36.03,65.75
B01102,256,3.81,1.44,23.3,43.9,47.63,93.29
B01103,15,3.48,4.76,33.1,33.4,48.88,97.5
B01104,895,3.28,4.19,44.7,63.8,40.54,78.94
B01105,1725,3.93,2.24,35.7,101.6,33.62,62.29
B01106,943,3.49,2.66,24.6,64.6,41.06,82.23
B01107,1118,3.49,1.85,42.3,71.7,38.83,75.46
B01108,427,3.88,1.65,45.2,51.1,45.56,87.22
B01109,1840,3.86,4.42,45.1,107.7,31.99,60.75
B01110,278,3.47,4.81,31.2,41.1,46.96,91.75
B01111,1667,3.44,2.67,31.9,97.2,33.83,63.98
B01112,763,3.21,4.52,30.3,61.5,42.39,83.28
B01113,405,3.29,3.03,45.9,49.4,46.58,89.01
B01114,63,3.43,0.55,47.9,36.1,48.77,93.47
B01115,1956,3.63,3.2,21.3,105.7,31.19,60.78
B01116,1493,3.23,1.61,41.2,91.2,35.12,67.06
B01117,1199,4.04,0.63,23.3,75.9,38.69,77.09
B01118,885,3.67,1.71,45.1,67.4,41.22,77.68
B01119,155,3.63,2.63,23.8,31.5,48.54,99.03
B01120,663,4.12,1.74,29.1,61.2,42.56,85.13
B01121,1688,3.94,2.44,37.3,94.4,33.0,64.43
B01122,38,3.47,2.74,46.2,31.4,48.85,95.94
B01123,1077,3.52,4.71,34.4,75.5,38.71,75.97
B01124,1708,4.04,2.65,40.3,102.4,33.54,63.64
B01125,1044,3.75,2.28,44.8,67.1,39.81,76.04
B01126,624,4.01,4.52,45.8,54.3,42.96,84.9
B01127,1740,3.53,0.77,23.6,100.2,31.64,65.27
B01128,62,3.76,2.48,22.5,35.6,50.13,97.65
B01129,1437,3.97,1.29,27.4,88.8,35.12,69.79
B01130,269,3.94,2.07,20.6,37.8,47.54,95.69
B01131,1168,3.26,2.22,27.0,74.1,38.89,74.89
B01132,1400,3.94,1.66,49.3,90.6,36.99,67.48
B01133,1789,3.61,0.73,40.0,100.2,32.78,63.28
B01134,1352,3.22,2.56,31.3,80.6,36.7,70.37
B01135,1915,4.12,0.94,22.3,102.2,31.08,62.4
B01136,611,4.01,4.55,41.4,59.2,44.21,86.75
B01137,1005,3.22,1.07,20.2,73.5,39.31,81.86
B01138,1178,3.21,3.11,39.9,75.1,38.5,75.38
B01139,1095,4.06,0.64,33.6,73.8,38.25,77.5
B01140,1031,3.65,3.33,36.5,73.5,39.58,77.36
B01141,772,3.99,4.59,44.1,58.3,42.13,81.27
B01142,136,4.06,1.93,36.9,30.5,48.26,95.13
B01143,1244,3.64,1.76,33.2,75.9,37.25,75.3
B01144,461,4.11,0.93,24.0,48.9,45.69,92.73
B01145,97,3.94,3.07,20.9,37.6,48.83,98.43
B01146,1417,3.23,3.81,24.1,88.7,36.03,71.29
B01147,1775,3.57,1.02,42.9,96.0,31.61,61.35
B01148,797,3.74,4.96,25.5,66.4,42.1,85.08
B01149,192,3.56,1.85,27.7,38.1,47.35,96.95
B01150,809,3.65,3.11,49.3,63.8,41.8,79.46
B01151,554,3.9,3.94,37.4,51.0,44.57,85.25
B01152,600,3.6,4.63,25.1,52.8,44.22,88.29
B01153,857,3.32,1.32,30.7,60.1,41.13,81.48
B01154,673,3.3,4.77,41.0,61.6,43.11,83.43
B01155,1347,4.11,2.86,48.0,82.2,36.02,69.2
B01156,1013,3.9,3.16,27.3,72.9,39.96,80.82
B01157,375,3.92,1.66,25.0,41.2,46.06,93.7
B01158,332,3.89,4.55,48.4,47.0,47.29,90.76
B01159,1661,4.19,4.29,42.5,100.1,33.67,65.99
B01160,679,4.14,3.74,32.1,55.1,42.9,83.86
B01161,1476,3.8,3.88,47.5,87.9,36.18,65.67
B01162,1062,3.32,2.41,32.7,71.0,40.34,76.61
B01163,547,3.63,2.01,43.6,56.5,45.14,87.49
B01164,1574,4.05,1.73,42.8,89.7,35.17,64.01
B01165,1290,3.94,1.22,29.9,83.9,37.96,72.88
B01166,1046,3.66,1.72,47.2,71.9,39.05,76.37
B01167,829,3.98,1.81,43.8,62.5,42.61,81.76
B01168,1658,3.75,3.52,36.3,94.5,34.35,65.38
B01169,1700,3.96,3.39,23.9,93.0,32.2,64.62
B01170,1514,4.13,0.56,27.3,95.3,35.84,68.78
B01171,1550,4.11,3.22,25.3,88.5,33.61,68.46
B01172,434,3.84,1.25,38.7,43.0,45.12,91.1
B01173,1552,4.14,2.38,37.9,89.3,34.26,65.67
B01174,1283,4.17,3.55,38.9,85.1,36.21,72.51
B01175,248,4.14,3.29,23.7,41.9,47.39,93.72
B01176,1052,3.34,2.64,47.3,74.2,39.69,73.86
B01177,177,3.71,4.67,26.4,36.9,48.27,94.7
B01178,1599,3.44,1.83,34.5,91.4,33.55,67.8
B01179,634,3.41,4.08,27.0,60.0,42.7,88.19
B01180,1636,3.27,3.97,45.1,96.1,32.71,64.86
B01181,1993,3.74,3.71,26.6,104.7,30.83,61.89
B01182,190,3.69,2.62,47.5,37.8,49.03,94.05
B01183,943,3.77,4.78,24.9,65.8,41.25,80.74
B01184,707,3.55,4.53,37.2,55.5,43.69,85.35
B01185,948,3.74,4.12,23.3,67.6,41.29,80.7
B01186,1348,4.2,1.26,40.9,81.3,36.46,72.42
B01187,1500,3.39,3.33,31.5,92.6,35.14,69.28
B01188,22,3.26,2.14,46.3,35.0,49.04,94.85
B01189,1680,3.51,2.85,23.3,102.0,33.16,66.56
B01190,1816,4.14,3.56,36.9,101.6,30.92,62.89
B01191,1652,3.3,0.98,35.3,94.0,32.97,65.63
B01192,1936,3.21,4.79,26.6,105.7,31.29,60.89
B01193,1782,4.03,4.85,36.4,100.1,31.53,63.39
B01194,288,4.16,1.06,30.7,41.4,48.09,92.75
B01195,1308,3.75,4.14,31.9,82.7,37.13,72.16
B01196,835,4.18,3.96,37.9,64.6,40.74,81.53
B01197,108,4.06,2.52,30.5,35.8,48.72,98.43
B01198,1300,3.24,2.81,27.9,80.9,36.05,72.89
B01199,101,4.04,3.49,33.2,35.5,49.91,97.76
B01200,1368,4.2,0.91,34.2,79.9,36.6,71.8
B01201,197,3.72,1.94,24.4,36.3,48.67,97.13
B01202,1849,3.31,4.99,21.0,101.6,30.94,62.26
B01203,370,3.68,1.85,22.4,41.9,45.67,92.66
B01204,1048,3.69,0.63,32.0,67.4,39.62,79.41
B01205,976,3.98,1.05,28.7,70.8,40.15,79.32
B01206,1641,3.72,2.34,37.5,98.3,33.83,66.26
B01207,1417,3.43,4.16,21.4,85.2,36.29,70.26
B01208,240,3.66,0.66,26.1,39.7,47.29,96.04
B01209,406,3.81,3.1,47.0,43.3,46.91,90.42
B01210,581,3.65,4.7,47.0,55.3,43.64,86.77
B01211,314,3.78,1.48,43.1,47.5,46.83,90.57
B01212,1911,4.07,2.01,23.4,103.2,30.75,60.27
B01213,1507,4.18,4.88,37.8,85.3,35.05,67.91
B01214,1009,3.41,4.57,27.3,68.5,39.26,78.48
B01215,1634,3.31,3.62,45.6,99.9,33.39,63.03
B01216,499,3.73,1.85,22.8,48.1,44.33,89.92
B01217,452,3.93,2.79,26.0,49.3,44.78,91.68
B01218,985,3.72,2.22,27.1,69.4,40.07,78.16
B01219,1611,3.59,2.75,32.9,97.9,33.39,67.37
B01220,495,4.09,4.14,44.1,54.4,44.5,88.74
B01221,867,3.55,3.19,39.4,68.4,41.08,80.02
B01222,1392,4.06,3.34,30.3,81.8,36.43,73.11
B01223,1491,3.73,3.13,30.2,93.7,35.81,68.38
B01224,1432,3.43,0.62,40.7,89.0,34.73,68.58
B01225,1169,3.84,4.57,45.2,74.6,38.37,73.66
B01226,795,3.75,3.16,32.3,61.8,42.73,84.05
B01227,477,4.12,2.91,38.6,48.3,44.56,88.56
B01228,1740,3.5,0.55,23.8,97.5,33.24,65.6
B01229,423,3.94,3.54,43.3,50.2,44.99,88.35
B01230,622,3.28,1.98,45.8,50.4,44.47,85.33
B01231,1652,3.25,4.77,41.2,92.7,32.88,64.08
B01232,60,3.24,4.53,27.1,36.0,50.08,99.79
B01233,1898,3.89,2.68,28.6,105.4,31.27,62.28
B01234,1481,3.94,1.09,37.0,85.0,36.09,69.36
B01235,229,3.3,1.72,38.0,41.9,47.89,93.43
B01236,554,3.38,3.99,34.0,48.6,45.1,86.68
B01237,1925,3.74,1.87,27.4,106.2,30.32,63.04
B01238,1998,3.97,2.96,35.0,113.9,29.52,56.59
B01239,1890,4.15,3.84,39.1,108.3,31.57,58.37
B01240,604,3.22,0.83,32.8,56.0,43.43,86.84
B01241,168,3.99,0.91,48.2,41.2,47.59,93.29
B01242,180,3.96,0.94,30.1,40.8,47.69,97.36
B01243,1044,3.73,3.32,26.0,76.3,40.11,79.67
B01244,1120,3.66,1.13,40.4,76.0,39.43,73.56
B01245,173,3.77,4.06,41.5,40.0,49.03,95.61
B01246,905,3.51,1.31,42.1,70.8,41.31,78.74
B01247,1972,4.03,0.84,22.8,107.8,29.84,59.75
B01248,802,3.95,1.03,43.1,64.8,42.82,82.93
B01249,768,4.13,2.84,29.1,65.3,43.22,83.05
B01250,807,3.77,1.57,30.7,61.6,42.14,81.14
B01251,1028,3.46,1.91,33.3,75.8,39.09,76.26
B01252,267,3.22,1.74,21.5,44.6,47.08,94.7
B01253,625,3.21,4.28,33.1,54.9,44.52,86.36
B01254,1406,3.53,2.57,31.6,87.8,35.59,69.4
B01255,100,4.16,1.36,48.8,34.7,48.7,94.2
B01256,133,4.18,2.87,23.3,34.4,47.72,96.73
B01257,429,3.36,1.82,48.4,42.7,45.18,87.95
B01258,1234,4.0,3.1,25.7,79.6,38.07,75.32
B01259,1511,3.93,3.0,37.2,92.8,33.92,68.49
B01260,1349,4.04,0.56,26.4,85.2,36.1,70.84
B01261,1734,3.9,2.07,20.8,96.3,33.42,65.36
B01262,967,3.44,2.3,21.4,66.1,39.96,80.55
B01263,1517,3.25,4.48,39.8,87.9,34.81,68.64
B01264,159,3.51,4.39,21.7,40.7,48.67,97.77
B01265,1425,4.14,1.25,25.4,88.5,34.77,73.18
B01266,1268,3.78,3.27,34.0,80.0,37.29,71.68
B01267,129,4.19,1.58,24.9,31.6,48.73,97.57
B01268,1078,3.41,2.15,37.4,68.6,38.7,75.06
B01269,329,3.56,0.79,47.4,40.9,46.42,89.78
B01270,620,3.41,1.49,20.1,52.1,44.31,86.36
B01271,1103,3.93,2.91,28.4,78.4,39.61,76.58
B01272,1393,3.71,2.22,29.5,81.0,36.73,72.68
B01273,1238,3.48,1.17,39.4,76.2,37.95,72.72
B01274,246,3.32,1.29,25.0,41.7,48.39,93.35
B01275,1382,3.95,1.53,30.2,87.9,35.58,71.5
B01276,1705,4.16,0.57,21.3,93.3,32.25,65.82
B01277,1563,4.12,2.83,44.5,89.6,34.2,64.61
B01278,1165,3.87,1.31,34.5,78.9,39.27,73.87
B01279,548,3.35,0.78,30.3,52.7,45.3,89.98
B01280,87,3.74,2.41,29.5,29.4,48.28,98.69
B01281,214,3.47,2.17,21.7,41.2,48.03,94.94
B01282,809,3.77,3.51,28.0,58.9,41.32,85.08
B01283,340,3.86,0.73,39.9,45.9,47.55,89.31
B01284,1910,3.38,4.34,35.3,108.3,31.09,61.91
B01285,1716,3.55,4.76,33.1,101.3,32.51,63.04
B01286,672,3.45,0.86,24.3,60.3,42.38,86.63
B01287,1920,4.13,3.13,41.4,104.3,31.77,59.27
B01288,1637,3.61,2.01,34.2,98.0,34.13,65.04
B01289,771,4.0,3.41,46.1,58.4,42.22,82.26
B01290,1675,4.06,2.34,21.0,92.2,34.0,65.44
B01291,701,4.11,2.91,47.9,55.0,43.07,81.22
B01292,1320,3.82,0.84,26.0,84.4,36.55,72.41
B01293,968,3.52,1.33,31.7,64.1,40.83,81.09
B01294,1057,3.85,4.49,26.6,69.0,38.96,78.65
B01295,460,3.68,2.92,27.7,45.7,45.47,91.22
B01296,293,3.45,4.34,31.7,44.4,47.33,91.85
B01297,1599,3.87,3.98,30.4,97.7,34.13,68.18
B01298,1834,3.92,3.17,31.8,106.7,32.02,62.12
B01299,1815,3.33,0.65,33.9,106.1,31.1,61.36
B01300,1873,3.96,4.9,47.6,107.1,31.94,60.98
B01301,1045,3.77,2.51,20.2,68.8,40.12,80.55
B01302,860,3.69,0.97,45.9,64.6,41.41,78.05
B01303,686,3.69,2.45,41.2,56.6,43.3,85.77
B01304,1428,3.59,2.72,35.5,91.6,35.37,68.26
B01305,1748,3.4,2.4,46.2,101.6,33.25,63.31
B01306,666,3.7,4.88,49.8,55.8,43.77,81.69
B01307,1283,3.98,0.95,34.0,77.2,36.2,73.48
B01308,1246,3.33,2.03,32.4,81.8,37.45,72.44
B01309,597,3.53,0.93,43.3,49.8,44.31,86.67
B01310,52,3.83,2.2,44.1,36.3,48.85,96.52
B01311,177,3.77,1.57,25.2,38.7,47.63,97.47
B01312,1502,3.61,2.08,38.2,95.1,35.46,68.8
B01313,1605,4.06,2.91,40.8,91.2,33.22,64.49
B01314,499,3.53,3.03,31.0,52.4,45.19,89.52
B01315,1317,3.74,3.91,36.9,81.8,36.28,72.17
B01316,101,3.82,4.77,36.0,31.8,48.03,94.71
B01317,1084,4.1,1.11,49.2,70.1,39.16,75.99
B01318,586,3.7,2.59,49.9,56.7,45.0,85.57
B01319,269,3.42,3.31,41.7,39.1,47.97,92.83
B01320,237,3.83,4.12,41.8,35.8,48.07,94.36
B01321,1406,3.29,0.84,21.7,82.0,36.25,73.66
B01322,248,3.58,4.04,40.9,42.6,46.86,94.23
B01323,868,3.81,1.83,47.1,69.0,41.53,80.49
B01324,1583,3.64,1.85,37.5,95.5,34.63,66.56
B01325,158,3.85,1.71,35.2,37.5,47.97,93.99
B01326,726,3.65,2.82,26.6,57.9,42.16,84.53
B01327,517,4.15,2.42,40.7,53.2,45.22,88.11
B01328,33,3.42,0.73,34.0,27.7,50.28,98.6
B01329,1042,3.77,1.05,32.6,68.3,40.13,77.44
B01330,428,3.86,1.72,39.0,43.0,46.1,90.34
B01331,146,3.3,0.53,38.8,34.9,49.32,93.06
B01332,358,3.64,0.72,37.0,48.2,47.29,92.21
B01333,386,4.07,1.09,33.0,42.7,46.11,89.33
B01334,1088,4.05,4.84,32.9,74.2,38.7,76.24
B01335,1079,3.44,3.7,24.9,73.7,38.78,78.37
B01336,912,3.26,2.84,27.6,70.3,41.13,81.49
B01337,1852,3.63,3.51,35.1,101.4,31.64,62.7
B01338,492,3.74,0.64,43.0,51.6,45.57,86.21
B01339,1283,3.87,1.95,34.2,82.8,38.15,74.02
B01340,293,3.97,2.49,49.9,44.4,46.07,89.19
B01341,1536,3.96,0.95,21.0,95.1,35.4,68.41
B01342,540,3.83,3.06,29.4,50.9,44.69,90.41
B01343,1658,3.69,0.52,43.7,99.2,33.6,64.87
B01344,176,3.49,3.3,39.8,39.0,47.67,94.9
B01345,1581,3.41,1.0,42.7,93.6,33.28,63.76
B01346,1032,3.93,4.98,29.4,74.2,38.73,80.14
B01347,650,3.8,1.19,30.3,54.1,43.84,86.17
B01348,788,3.52,2.23,31.4,64.2,41.71,83.39
B01349,1081,3.37,3.63,34.8,70.2,38.65,76.91
B01350,49,4.05,2.43,26.9,28.7,49.31,97.03
B01351,1305,3.94,1.84,36.5,85.4,36.99,73.53
B01352,1552,3.54,0.82,30.5,87.7,34.02,69.7
B01353,1092,3.77,3.74,23.1,74.2,39.8,79.39
B01354,1679,3.65,2.27,42.8,96.2,33.36,62.28
B01355,1210,3.46,2.81,35.5,73.9,37.17,74.57
B01356,817,3.96,4.31,32.8,64.8,41.65,83.5
B01357,361,3.97,1.66,40.9,40.2,45.46,91.2
B01358,347,3.53,2.99,47.7,40.7,47.08,89.9
B01359,37,3.24,3.75,29.0,30.4,49.85,96.88
B01360,718,4.04,3.7,36.7,54.9,42.82,85.15
B01361,720,3.63,4.9,35.6,55.0,42.87,82.03
B01362,1859,3.66,1.01,49.9,107.9,32.26,59.65
B01363,1557,3.96,3.69,48.4,87.9,34.04,64.28
B01364,1883,3.54,1.62,27.2,103.0,30.35,63.99
B01365,1525,3.38,2.36,39.8,89.0,35.61,69.11
B01366,209,4.17,3.69,25.7,41.7,47.02,96.74
B01367,376,3.77,0.7,40.6,41.8,45.64,90.34
B01368,316,3.8,4.73,22.7,44.3,46.99,94.23
B01369,1928,3.42,2.16,23.7,102.6,31.2,63.39
B01370,290,3.52,1.37,45.6,38.0,46.36,92.52
B01371,858,3.52,3.12,35.1,63.6,40.74,83.14
B01372,700,4.03,3.86,25.5,61.2,43.65,84.32
B01373,1041,4.08,2.2,42.6,72.6,39.26,77.24
B01374,1709,3.71,2.19,38.7,95.0,33.74,65.39
B01375,611,3.28,4.33,25.2,53.3,44.04,88.9
B01376,1475,4.11,3.97,38.9,86.4,34.77,70.08
B01377,604,3.88,4.78,22.2,55.6,43.1,89.76
B01378,928,3.4,3.12,43.9,67.7,41.21,78.16
B01379,987,3.95,0.78,39.4,68.5,39.18,78.57
B01380,1911,3.25,1.38,49.4,110.3,30.27,57.24
B01381,682,3.21,3.28,35.0,58.5,43.48,85.47
B01382,589,3.7,2.65,40.9,55.2,44.98,84.95
B01383,1914,3.27,1.55,23.4,107.6,30.74,63.69
B01384,1992,3.65,3.96,30.8,109.2,29.99,60.07
B01385,1957,3.26,3.78,36.4,111.0,30.57,60.35
B01386,1337,3.51,3.95,39.3,83.8,37.52,71.83
B01387,896,3.74,3.6,26.1,63.1,42.0,83.25
B01388,128,3.81,3.44,26.9,39.8,48.7,95.86
B01389,1564,3.3,3.71,35.3,93.7,35.08,66.28
B01390,1621,4.1,3.79,26.1,94.9,32.8,67.91
B01391,1835,3.73,2.53,33.9,104.1,32.39,62.65
B01392,626,3.35,0.56,45.6,52.0,43.55,84.52
B01393,1370,3.44,1.99,26.6,89.2,37.23,73.11
B01394,75,3.54,2.25,38.7,35.4,49.57,95.21
B01395,1489,4.02,4.65,24.6,85.5,34.24,71.82
B01396,1950,3.7,0.85,32.8,107.7,31.16,58.67
B01397,302,3.43,4.3,34.8,44.5,47.07,90.79
B01398,1839,3.79,0.61,29.0,107.4,31.49,64.28
B01399,1590,3.37,4.61,21.6,92.9,34.14,68.32
B01400,425,4.15,4.06,27.3,51.0,46.33,92.76
B01401,1460,3.28,1.24,29.8,92.3,36.17,69.03
B01402,859,3.32,4.32,24.4,67.2,42.36,81.25
B01403,1587,4.17,4.63,24.8,97.1,33.57,67.7
B01404,863,3.51,1.53,28.8,68.5,40.76,82.42
B01405,278,3.38,2.44,20.6,38.8,46.39,93.81
B01406,735,4.02,3.8,42.2,62.9,42.79,82.9
B01407,1307,3.77,1.1,22.5,86.9,37.08,75.52
B01408,228,3.74,1.98,40.5,42.6,47.38,94.18
B01409,298,4.18,3.91,38.6,42.8,47.13,91.81
B01410,96,3.75,2.13,37.5,29.9,49.25,95.69
B01411,603,3.67,3.43,42.2,58.1,44.09,84.4
B01412,539,3.9,3.5,46.6,51.6,44.78,85.47
B01413,567,4.03,1.97,36.0,57.0,44.61,88.23
B01414,662,3.24,3.37,35.7,59.1,43.59,84.17
B01415,255,3.98,3.99,33.7,35.5,46.46,93.7
B01416,550,4.09,4.35,44.1,49.3,44.83,85.39
B01417,818,3.29,4.93,42.9,65.5,41.44,79.44
B01418,1930,3.86,2.7,40.4,106.5,30.67,59.04
B01419,337,3.79,4.9,27.8,47.8,47.51,92.1
B01420,460,3.4,2.98,34.2,46.9,44.93,89.02
B01421,1655,4.03,3.14,40.3,101.0,33.36,64.24
B01422,1383,3.28,3.77,41.2,82.3,35.34,67.99
B01423,1844,3.67,2.64,20.9,101.9,31.45,65.41
B01424,214,3.52,4.0,35.3,42.1,48.49,95.4
B01425,227,3.55,4.69,35.6,37.5,48.11,92.19
B01426,1701,4.04,1.3,46.9,102.6,33.62,62.1
B01427,1126,3.57,4.28,40.4,73.6,39.67,76.3
B01428,1991,4.14,3.3,33.0,107.7,30.36,58.61
B01429,711,3.56,2.54,48.5,57.8,43.03,80.56
B01430,540,4.0,3.85,37.9,54.8,45.34,85.27
B01431,23,3.4,0.95,42.6,31.6,50.01,95.76
B01432,926,3.64,3.04,24.5,63.8,40.08,80.38
B01433,883,3.61,0.74,42.5,62.0,40.44,80.44
B01434,991,3.89,1.58,20.5,65.8,39.1,79.0
B01435,1754,3.46,3.9,34.5,97.0,31.94,64.14
B01436,1817,4.13,1.04,28.6,105.7,31.19,64.62
B01437,177,3.72,4.75,32.8,33.8,47.81,93.51
B01438,220,4.08,1.8,22.5,41.0,47.55,94.23
B01439,861,3.74,4.69,44.4,61.7,40.63,81.6
B01440,1905,3.57,3.82,24.0,108.4,31.05,61.95
B01441,1178,3.94,2.55,24.4,75.0,37.35,77.91
B01442,86,3.81,1.06,25.4,29.1,49.11,96.34
B01443,1032,4.1,1.55,20.4,73.9,39.58,80.74
B01444,1576,4.1,3.49,22.6,95.9,33.38,70.77
B01445,242,3.41,1.84,26.3,34.9,47.21,93.03
B01446,14,3.87,3.61,32.9,28.1,50.37,98.9
B01447,649,4.17,2.95,34.7,58.1,44.03,86.99
B01448,44,4.19,0.62,20.8,33.5,48.83,98.74
B01449,1792,4.07,3.79,23.8,105.6,32.11,63.79
B01450,1136,3.25,4.94,28.4,79.7,38.55,75.93
B01451,547,3.84,2.14,46.4,56.5,44.31,85.73
B01452,437,3.55,3.28,47.3,47.0,46.3,89.35
B01453,1584,3.95,1.56,48.1,94.7,33.24,63.9
B01454,1374,3.77,2.49,32.9,89.0,37.24,71.05
B01455,433,4.01,3.74,30.1,47.8,46.62,90.08
B01456,1432,3.97,2.5,29.0,83.2,36.6,71.92
B01457,1521,3.76,3.4,28.4,86.2,34.28,67.76
B01458,58,3.77,4.35,30.1,30.3,48.88,98.24
B01459,554,3.36,2.36,48.0,48.6,44.21,85.63
B01460,1145,3.5,4.76,24.7,77.3,38.98,76.31
B01461,974,4.2,3.19,49.2,69.1,40.68,75.13
B01462,1857,3.62,3.11,43.9,99.9,32.36,59.88
B01463,901,4.19,2.67,47.2,61.7,41.4,77.34
B01464,734,4.03,4.69,25.3,56.4,43.23,85.65
B01465,1986,3.81,3.45,46.6,105.0,30.73,56.16
B01466,1430,3.46,2.44,25.2,84.5,35.71,72.76
B01467,573,3.8,0.67,28.3,53.7,43.36,86.74
B01468,1526,4.19,1.96,22.2,86.9,33.78,69.21
B01469,1412,3.74,2.24,44.5,87.9,35.53,70.33
B01470,42,3.37,4.88,29.9,28.3,48.92,98.52
B01471,1273,3.95,4.49,46.5,82.8,37.82,71.42
B01472,574,4.17,0.59,40.3,54.7,44.52,88.2
B01473,855,4.11,2.87,32.8,59.2,41.37,83.45
B01474,421,3.8,1.65,43.9,45.2,46.07,88.83
B01475,1974,3.34,1.19,25.4,107.3,30.62,62.44
B01476,952,3.2,1.37,31.1,72.8,41.37,81.07
B01477,141,3.8,4.18,42.0,35.2,48.16,96.21
B01478,327,3.62,0.68,23.4,46.7,47.18,94.06
B01479,412,3.37,0.67,46.1,42.0,46.37,89.41
B01480,1974,3.78,4.62,22.7,109.7,31.07,61.64
B01481,1281,4.13,3.44,38.4,81.1,37.37,71.16
B01482,1943,3.56,4.31,46.1,111.4,31.01,57.94
B01483,55,3.7,0.98,20.6,29.3,49.46,98.57
B01484,1300,3.2,0.8,33.2,81.4,37.12,74.32
B01485,1961,3.97,2.53,47.5,104.3,29.82,57.13
B01486,1717,4.19,4.86,42.8,101.7,33.3,62.85
B01487,1986,3.68,4.36,23.1,110.1,29.69,61.99
B01488,1024,3.8,1.38,35.7,72.2,39.29,78.51
B01489,808,3.7,1.92,38.2,58.3,41.63,82.18
B01490,1967,3.94,4.9,40.5,108.7,29.76,57.94
B01491,1417,3.35,1.22,45.8,87.1,36.51,68.68
B01492,127,3.21,2.83,38.5,35.7,48.8,93.82
B01493,2000,3.26,2.39,29.3,114.2,30.04,60.63
B01494,594,3.7,2.22,26.2,49.0,43.42,89.81
B01495,918,3.7,4.27,43.7,70.7,41.52,77.14
B01496,595,3.98,4.37,39.5,50.7,44.69,87.44
B01497,440,3.41,2.11,37.8,47.1,46.19,88.05
B01498,1578,3.26,3.88,37.7,97.8,34.95,68.14
B01499,737,3.72,2.76,43.9,56.9,41.89,83.83
B01500,1289,4.19,3.91,22.2,79.3,37.4,74.79
B01501,847,3.23,0.97,38.1,61.7,41.88,82.81
B01502,130,3.96,0.69,42.3,33.9,48.86,96.75
B01503,870,3.49,2.57,42.2,66.0,41.24,79.64
B01504,981,3.86,4.0,34.9,67.5,39.75,79.86
B01505,480,3.36,2.73,37.4,48.1,45.54,87.86
B01506,1179,4.16,1.84,26.7,77.0,38.13,77.43
B01507,352,3.99,1.73,21.9,48.8,47.06,91.77
B01508,2000,4.14,4.41,36.6,109.1,30.03,57.55
B01509,521,3.45,3.58,41.1,51.2,44.45,87.79
B01510,720,3.77,1.4,21.0,56.4,42.13,86.29
B01511,197,3.31,0.83,44.5,38.9,48.23,92.36
B01512,349,4.08,2.67,35.1,44.1,47.37,93.37
B01513,1131,3.87,3.83,20.2,76.6,38.49,77.63
B01514,1066,4.19,1.7,39.6,71.7,38.98,77.19
B01515,757,3.76,0.84,45.0,58.1,42.28,80.27
B01516,542,4.18,1.66,20.5,54.4,44.97,90.37
B01517,647,3.69,3.52,45.5,57.0,43.01,84.86
B01518,315,3.42,3.08,24.6,47.4,46.92,95.36
B01519,707,3.25,1.88,45.4,60.1,42.92,81.56
B01520,961,3.93,4.28,40.8,69.7,41.15,78.94
B01521,1786,3.71,3.62,23.5,102.8,31.2,63.14
B01522,933,3.8,3.15,25.1,70.1,39.93,82.29
B01523,1188,3.67,4.03,41.1,76.2,38.38,74.36
B01524,1660,3.78,4.37,44.9,98.4,34.03,64.32
B01525,286,3.82,0.84,39.5,44.2,47.44,91.28
B01526,1972,3.54,4.34,38.2,110.0,29.5,57.11
